H	T	d	Uc	L
7.00	12.00	35.00	-1.50	163.3781
9.00	12.00	35.00	-1.50	165.6757
1.00	13.00	35.00	-1.50	180.4001
3.00	13.00	35.00	-1.50	180.9729
5.00	13.00	35.00	-1.50	182.1145
7.00	13.00	35.00	-1.50	183.8169
9.00	13.00	35.00	-1.50	186.0685
11.00	13.00	35.00	-1.50	188.8530
1.00	14.00	35.00	-1.50	200.4664
3.00	14.00	35.00	-1.50	201.0462
5.00	14.00	35.00	-1.50	202.2034
7.00	14.00	35.00	-1.50	203.9333
9.00	14.00	35.00	-1.50	206.2274
11.00	14.00	35.00	-1.50	209.0727
13.00	14.00	35.00	-1.50	212.4481
1.00	15.00	35.00	-1.50	220.1308
3.00	15.00	35.00	-1.50	220.7388
5.00	15.00	35.00	-1.50	221.9526
7.00	15.00	35.00	-1.50	223.7670
9.00	15.00	35.00	-1.50	226.1729
11.00	15.00	35.00	-1.50	229.1551
13.00	15.00	35.00	-1.50	232.6955
1.00	16.00	35.00	-1.50	239.4616
3.00	16.00	35.00	-1.50	240.1155
5.00	16.00	35.00	-1.50	241.4194
7.00	16.00	35.00	-1.50	243.3652
9.00	16.00	35.00	-1.50	245.9391
11.00	16.00	35.00	-1.50	249.1198
13.00	16.00	35.00	-1.50	252.8760
1.00	17.00	35.00	-1.50	258.5158
3.00	17.00	35.00	-1.50	259.2309
5.00	17.00	35.00	-1.50	260.6543
7.00	17.00	35.00	-1.50	262.7719
9.00	17.00	35.00	-1.50	265.5614
11.00	17.00	35.00	-1.50	268.9915
13.00	17.00	35.00	-1.50	273.0195
1.00	18.00	35.00	-1.50	277.3393
3.00	18.00	35.00	-1.50	278.1300
5.00	18.00	35.00	-1.50	279.6997
7.00	18.00	35.00	-1.50	282.0250
9.00	18.00	35.00	-1.50	285.0713
11.00	18.00	35.00	-1.50	288.7933
13.00	18.00	35.00	-1.50	293.1336
1.00	19.00	35.00	-1.50	295.9695
3.00	19.00	35.00	-1.50	296.8494
5.00	19.00	35.00	-1.50	298.5904
7.00	19.00	35.00	-1.50	301.1562
9.00	19.00	35.00	-1.50	304.4955
11.00	19.00	35.00	-1.50	308.5449
13.00	19.00	35.00	-1.50	313.2302
1.00	20.00	35.00	-1.50	314.4361
3.00	20.00	35.00	-1.50	315.4187
5.00	20.00	35.00	-1.50	317.3551
7.00	20.00	35.00	-1.50	320.1916
9.00	20.00	35.00	-1.50	323.8557
11.00	20.00	35.00	-1.50	328.2624
13.00	20.00	35.00	-1.50	333.3182
1.00	5.00	40.00	-1.50	22.2780
1.00	7.00	40.00	-1.50	53.6730
3.00	7.00	40.00	-1.50	55.7018
1.00	8.00	40.00	-1.50	73.8999
3.00	8.00	40.00	-1.50	75.3063
5.00	8.00	40.00	-1.50	77.8887
1.00	9.00	40.00	-1.50	96.3053
3.00	9.00	40.00	-1.50	97.3194
5.00	9.00	40.00	-1.50	99.2519
7.00	9.00	40.00	-1.50	101.9500
1.00	10.00	40.00	-1.50	119.6943
3.00	10.00	40.00	-1.50	120.4645
5.00	10.00	40.00	-1.50	121.9632
7.00	10.00	40.00	-1.50	124.1293
9.00	10.00	40.00	-1.50	126.8653
1.00	11.00	40.00	-1.50	143.1097
3.00	11.00	40.00	-1.50	143.7356
5.00	11.00	40.00	-1.50	144.9684
7.00	11.00	40.00	-1.50	146.7732
9.00	11.00	40.00	-1.50	149.1053
1.00	12.00	40.00	-1.50	166.1005
3.00	12.00	40.00	-1.50	166.6464
5.00	12.00	40.00	-1.50	167.7290
7.00	12.00	40.00	-1.50	169.3310
9.00	12.00	40.00	-1.50	171.4293
1.00	13.00	40.00	-1.50	188.5474
3.00	13.00	40.00	-1.50	189.0545
5.00	13.00	40.00	-1.50	190.0640
7.00	13.00	40.00	-1.50	191.5674
9.00	13.00	40.00	-1.50	193.5524
11.00	13.00	40.00	-1.50	196.0038
1.00	14.00	40.00	-1.50	210.4715
3.00	14.00	40.00	-1.50	210.9673
5.00	14.00	40.00	-1.50	211.9568
7.00	14.00	40.00	-1.50	213.4354
9.00	14.00	40.00	-1.50	215.3962
11.00	14.00	40.00	-1.50	217.8297
13.00	14.00	40.00	-1.50	220.7228
1.00	15.00	40.00	-1.50	231.9363
3.00	15.00	40.00	-1.50	232.4412
5.00	15.00	40.00	-1.50	233.4496
7.00	15.00	40.00	-1.50	234.9584
9.00	15.00	40.00	-1.50	236.9627
11.00	15.00	40.00	-1.50	239.4548
13.00	15.00	40.00	-1.50	242.4229
1.00	16.00	40.00	-1.50	253.0110
3.00	16.00	40.00	-1.50	253.5407
5.00	16.00	40.00	-1.50	254.5986
7.00	16.00	40.00	-1.50	256.1813
9.00	16.00	40.00	-1.50	258.2831
11.00	16.00	40.00	-1.50	260.8951
13.00	16.00	40.00	-1.50	264.0035
1.00	17.00	40.00	-1.50	273.7576
3.00	17.00	40.00	-1.50	274.3254
5.00	17.00	40.00	-1.50	275.4586
7.00	17.00	40.00	-1.50	277.1517
9.00	17.00	40.00	-1.50	279.3961
11.00	17.00	40.00	-1.50	282.1788
13.00	17.00	40.00	-1.50	285.4810
1.00	18.00	40.00	-1.50	294.2284
3.00	18.00	40.00	-1.50	294.8462
5.00	18.00	40.00	-1.50	296.0775
7.00	18.00	40.00	-1.50	297.9130
9.00	18.00	40.00	-1.50	300.3389
11.00	18.00	40.00	-1.50	303.3354
13.00	18.00	40.00	-1.50	306.8762
1.00	19.00	40.00	-1.50	314.4665
3.00	19.00	40.00	-1.50	315.1454
5.00	19.00	40.00	-1.50	316.4957
7.00	19.00	40.00	-1.50	318.5028
9.00	19.00	40.00	-1.50	321.1447
11.00	19.00	40.00	-1.50	324.3922
13.00	19.00	40.00	-1.50	328.2090
1.00	20.00	40.00	-1.50	334.5071
3.00	20.00	40.00	-1.50	335.2577
5.00	20.00	40.00	-1.50	336.7471
7.00	20.00	40.00	-1.50	338.9526
9.00	20.00	40.00	-1.50	341.8416
11.00	20.00	40.00	-1.50	345.3725
13.00	20.00	40.00	-1.50	349.4968
1.00	5.00	45.00	-1.50	22.2780
1.00	7.00	45.00	-1.50	53.6822
3.00	7.00	45.00	-1.50	55.7133
1.00	8.00	45.00	-1.50	74.0281
3.00	8.00	45.00	-1.50	75.4426
5.00	8.00	45.00	-1.50	78.0388
1.00	9.00	45.00	-1.50	96.9377
3.00	9.00	45.00	-1.50	97.9609
5.00	9.00	45.00	-1.50	99.9093
7.00	9.00	45.00	-1.50	102.6269
1.00	10.00	45.00	-1.50	121.3975
3.00	10.00	45.00	-1.50	122.1679
5.00	10.00	45.00	-1.50	123.6653
7.00	10.00	45.00	-1.50	125.8177
9.00	10.00	45.00	-1.50	128.5276
1.00	11.00	45.00	-1.50	146.3255
3.00	11.00	45.00	-1.50	146.9380
5.00	11.00	45.00	-1.50	148.1426
7.00	11.00	45.00	-1.50	149.9026
9.00	11.00	45.00	-1.50	152.1706
11.00	11.00	45.00	-1.50	155.2269
1.00	12.00	45.00	-1.50	171.0443
3.00	12.00	45.00	-1.50	171.5627
5.00	12.00	45.00	-1.50	172.5895
7.00	12.00	45.00	-1.50	174.1062
9.00	12.00	45.00	-1.50	176.0879
11.00	12.00	45.00	-1.50	178.5057
1.00	13.00	45.00	-1.50	195.2798
3.00	13.00	45.00	-1.50	195.7460
5.00	13.00	45.00	-1.50	196.6735
7.00	13.00	45.00	-1.50	198.0527
9.00	13.00	45.00	-1.50	199.8703
11.00	13.00	45.00	-1.50	202.1104
1.00	14.00	45.00	-1.50	218.9784
3.00	14.00	45.00	-1.50	219.4206
5.00	14.00	45.00	-1.50	220.3022
7.00	14.00	45.00	-1.50	221.6185
9.00	14.00	45.00	-1.50	223.3623
11.00	14.00	45.00	-1.50	225.5245
13.00	14.00	45.00	-1.50	228.0938
1.00	15.00	45.00	-1.50	242.1754
3.00	15.00	45.00	-1.50	242.6132
5.00	15.00	45.00	-1.50	243.4873
7.00	15.00	45.00	-1.50	244.7951
9.00	15.00	45.00	-1.50	246.5324
11.00	15.00	45.00	-1.50	248.6934
13.00	15.00	45.00	-1.50	251.2702
1.00	16.00	45.00	-1.50	264.9322
3.00	16.00	45.00	-1.50	265.3805
5.00	16.00	45.00	-1.50	266.2761
7.00	16.00	45.00	-1.50	267.6170
9.00	16.00	45.00	-1.50	269.4002
11.00	16.00	45.00	-1.50	271.6205
13.00	16.00	45.00	-1.50	274.2709
1.00	17.00	45.00	-1.50	287.3118
3.00	17.00	45.00	-1.50	287.7827
5.00	17.00	45.00	-1.50	288.7233
7.00	17.00	45.00	-1.50	290.1314
9.00	17.00	45.00	-1.50	292.0030
11.00	17.00	45.00	-1.50	294.3321
13.00	17.00	45.00	-1.50	297.1100
1.00	18.00	45.00	-1.50	309.3709
3.00	18.00	45.00	-1.50	309.8747
5.00	18.00	45.00	-1.50	310.8806
7.00	18.00	45.00	-1.50	312.3847
9.00	18.00	45.00	-1.50	314.3810
11.00	18.00	45.00	-1.50	316.8607
13.00	18.00	45.00	-1.50	319.8115
1.00	19.00	45.00	-1.50	331.1576
3.00	19.00	45.00	-1.50	331.7038
5.00	19.00	45.00	-1.50	332.7929
7.00	19.00	45.00	-1.50	334.4189
9.00	19.00	45.00	-1.50	336.5718
11.00	19.00	45.00	-1.50	339.2384
13.00	19.00	45.00	-1.50	342.4007
1.00	20.00	45.00	-1.50	352.7120
3.00	20.00	45.00	-1.50	353.3093
5.00	20.00	45.00	-1.50	354.4987
7.00	20.00	45.00	-1.50	356.2702
9.00	20.00	45.00	-1.50	358.6087
11.00	20.00	45.00	-1.50	361.4940
13.00	20.00	45.00	-1.50	364.9014
1.00	5.00	50.00	-1.50	22.2780
1.00	7.00	50.00	-1.50	53.6851
3.00	7.00	50.00	-1.50	55.7170
1.00	8.00	50.00	-1.50	74.0839
3.00	8.00	50.00	-1.50	75.5029
5.00	8.00	50.00	-1.50	78.1081
1.00	9.00	50.00	-1.50	97.2856
3.00	9.00	50.00	-1.50	98.3165
5.00	9.00	50.00	-1.50	100.2789
7.00	9.00	50.00	-1.50	103.0321
1.00	10.00	50.00	-1.50	122.5061
3.00	10.00	50.00	-1.50	123.2808
5.00	10.00	50.00	-1.50	124.7855
7.00	10.00	50.00	-1.50	126.9423
9.00	10.00	50.00	-1.50	129.6572
1.00	11.00	50.00	-1.50	148.6711
3.00	11.00	50.00	-1.50	149.2789
5.00	11.00	50.00	-1.50	150.4731
7.00	11.00	50.00	-1.50	152.2154
9.00	11.00	50.00	-1.50	154.4558
11.00	11.00	50.00	-1.50	157.2019
1.00	12.00	50.00	-1.50	174.9262
3.00	12.00	50.00	-1.50	175.4293
5.00	12.00	50.00	-1.50	176.4248
7.00	12.00	50.00	-1.50	177.8933
9.00	12.00	50.00	-1.50	179.8081
11.00	12.00	50.00	-1.50	182.1394
13.00	12.00	50.00	-1.50	185.2439
1.00	13.00	50.00	-1.50	200.8248
3.00	13.00	50.00	-1.50	201.2654
5.00	13.00	50.00	-1.50	202.1412
7.00	13.00	50.00	-1.50	203.4419
9.00	13.00	50.00	-1.50	205.1533
11.00	13.00	50.00	-1.50	207.2581
13.00	13.00	50.00	-1.50	209.7373
1.00	14.00	50.00	-1.50	226.2116
3.00	14.00	50.00	-1.50	226.6182
5.00	14.00	50.00	-1.50	227.4286
7.00	14.00	50.00	-1.50	228.6373
9.00	14.00	50.00	-1.50	230.2366
11.00	14.00	50.00	-1.50	232.2168
13.00	14.00	50.00	-1.50	234.5667
1.00	15.00	50.00	-1.50	251.0745
3.00	15.00	50.00	-1.50	251.4669
5.00	15.00	50.00	-1.50	252.2501
7.00	15.00	50.00	-1.50	253.4213
9.00	15.00	50.00	-1.50	254.9762
11.00	15.00	50.00	-1.50	256.9092
13.00	15.00	50.00	-1.50	259.2133
1.00	16.00	50.00	-1.50	275.4571
3.00	16.00	50.00	-1.50	275.8498
5.00	16.00	50.00	-1.50	276.6342
7.00	16.00	50.00	-1.50	277.8087
9.00	16.00	50.00	-1.50	279.3707
11.00	16.00	50.00	-1.50	281.3165
13.00	16.00	50.00	-1.50	283.6409
1.00	17.00	50.00	-1.50	299.4182
3.00	17.00	50.00	-1.50	299.8224
5.00	17.00	50.00	-1.50	300.6302
7.00	17.00	50.00	-1.50	301.8403
9.00	17.00	50.00	-1.50	303.4504
11.00	17.00	50.00	-1.50	305.4570
13.00	17.00	50.00	-1.50	307.8555
1.00	18.00	50.00	-1.50	323.0157
3.00	18.00	50.00	-1.50	323.4410
5.00	18.00	50.00	-1.50	324.2907
7.00	18.00	50.00	-1.50	325.5630
9.00	18.00	50.00	-1.50	327.2552
11.00	18.00	50.00	-1.50	329.3630
13.00	18.00	50.00	-1.50	331.8801
1.00	19.00	50.00	-1.50	346.3014
3.00	19.00	50.00	-1.50	346.7560
5.00	19.00	50.00	-1.50	347.6637
7.00	19.00	50.00	-1.50	349.0218
9.00	19.00	50.00	-1.50	350.8256
11.00	19.00	50.00	-1.50	353.0689
13.00	19.00	50.00	-1.50	355.7428
1.00	20.00	50.00	-1.50	369.3198
3.00	20.00	50.00	-1.50	369.8112
5.00	20.00	50.00	-1.50	370.7916
7.00	20.00	50.00	-1.50	372.2564
9.00	20.00	50.00	-1.50	374.1984
11.00	20.00	50.00	-1.50	376.6078
13.00	20.00	50.00	-1.50	379.4717
1.00	4.00	5.00	-1.00	16.0315
1.00	6.00	5.00	-1.00	30.9669
1.00	7.00	5.00	-1.00	37.9539
1.00	8.00	5.00	-1.00	44.7806
1.00	9.00	5.00	-1.00	51.5206
3.00	9.00	5.00	-1.00	58.2132
1.00	10.00	5.00	-1.00	58.2157
3.00	10.00	5.00	-1.00	65.9461
1.00	11.00	5.00	-1.00	64.8897
3.00	11.00	5.00	-1.00	73.6886
1.00	12.00	5.00	-1.00	65.8966
3.00	13.00	5.00	-1.00	89.1859
1.00	14.00	5.00	-1.00	84.8827
3.00	14.00	5.00	-1.00	96.9370
1.00	16.00	5.00	-1.00	98.2154
3.00	16.00	5.00	-1.00	112.4407
1.00	18.00	5.00	-1.00	111.5529
3.00	18.00	5.00	-1.00	127.9449
1.00	20.00	5.00	-1.00	124.8922
3.00	20.00	5.00	-1.00	120.7902
1.00	4.00	10.00	-1.00	16.8770
1.00	6.00	10.00	-1.00	39.2726
1.00	7.00	10.00	-1.00	50.2860
3.00	7.00	10.00	-1.00	52.3413
1.00	8.00	10.00	-1.00	60.8216
3.00	8.00	10.00	-1.00	62.9524
1.00	9.00	10.00	-1.00	71.0116
3.00	9.00	10.00	-1.00	73.4162
1.00	10.00	10.00	-1.00	80.9613
3.00	10.00	10.00	-1.00	83.7811
5.00	10.00	10.00	-1.00	88.8610
1.00	11.00	10.00	-1.00	90.7427
3.00	11.00	10.00	-1.00	94.0893
5.00	11.00	10.00	-1.00	99.8374
1.00	12.00	10.00	-1.00	100.4045
3.00	12.00	10.00	-1.00	104.3689
5.00	12.00	10.00	-1.00	110.8380
1.00	13.00	10.00	-1.00	109.9804
3.00	13.00	10.00	-1.00	114.6368
5.00	13.00	10.00	-1.00	121.8562
1.00	14.00	10.00	-1.00	119.4943
3.00	14.00	10.00	-1.00	124.9019
5.00	14.00	10.00	-1.00	132.8863
1.00	15.00	10.00	-1.00	128.9635
3.00	15.00	10.00	-1.00	135.1686
5.00	15.00	10.00	-1.00	143.9241
1.00	16.00	10.00	-1.00	138.4005
3.00	16.00	10.00	-1.00	145.4382
5.00	16.00	10.00	-1.00	154.9665
1.00	17.00	10.00	-1.00	147.8147
3.00	17.00	10.00	-1.00	155.7109
5.00	17.00	10.00	-1.00	166.0114
1.00	18.00	10.00	-1.00	157.2133
3.00	18.00	10.00	-1.00	165.9861
5.00	18.00	10.00	-1.00	177.0577
1.00	19.00	10.00	-1.00	166.6012
3.00	19.00	10.00	-1.00	176.2631
5.00	19.00	10.00	-1.00	188.1044
3.00	20.00	10.00	-1.00	177.1947
5.00	20.00	10.00	-1.00	166.6477
1.00	4.00	15.00	-1.00	16.9030
1.00	6.00	15.00	-1.00	42.3587
3.00	6.00	15.00	-1.00	44.4913
1.00	7.00	15.00	-1.00	56.5903
3.00	7.00	15.00	-1.00	58.1538
1.00	8.00	15.00	-1.00	70.3860
3.00	8.00	15.00	-1.00	71.7447
5.00	8.00	15.00	-1.00	74.4610
1.00	9.00	15.00	-1.00	83.6717
3.00	9.00	15.00	-1.00	85.0124
5.00	9.00	15.00	-1.00	87.6560
1.00	10.00	15.00	-1.00	96.5458
3.00	10.00	15.00	-1.00	97.9852
5.00	10.00	15.00	-1.00	100.8217
1.00	11.00	15.00	-1.00	109.1092
3.00	11.00	15.00	-1.00	110.7328
5.00	11.00	15.00	-1.00	113.8956
7.00	11.00	15.00	-1.00	118.3909
1.00	12.00	15.00	-1.00	121.4394
3.00	12.00	15.00	-1.00	123.3179
5.00	12.00	15.00	-1.00	126.9086
7.00	12.00	15.00	-1.00	131.8908
1.00	13.00	15.00	-1.00	133.5925
3.00	13.00	15.00	-1.00	135.7887
5.00	13.00	15.00	-1.00	139.8867
7.00	13.00	15.00	-1.00	145.4147
1.00	14.00	15.00	-1.00	145.6096
3.00	14.00	15.00	-1.00	148.1810
5.00	14.00	15.00	-1.00	152.8479
7.00	14.00	15.00	-1.00	158.9604
9.00	14.00	15.00	-1.00	165.7361
1.00	15.00	15.00	-1.00	157.5208
3.00	15.00	15.00	-1.00	160.5206
5.00	15.00	15.00	-1.00	165.8037
7.00	15.00	15.00	-1.00	172.5240
9.00	15.00	15.00	-1.00	179.8238
1.00	16.00	15.00	-1.00	169.3486
3.00	16.00	15.00	-1.00	172.8262
5.00	16.00	15.00	-1.00	178.7602
7.00	16.00	15.00	-1.00	186.1016
9.00	16.00	15.00	-1.00	193.9247
1.00	17.00	15.00	-1.00	181.1102
3.00	17.00	15.00	-1.00	185.1109
5.00	17.00	15.00	-1.00	191.7204
7.00	17.00	15.00	-1.00	199.6897
9.00	17.00	15.00	-1.00	208.0426
1.00	18.00	15.00	-1.00	192.8191
3.00	18.00	15.00	-1.00	197.3835
5.00	18.00	15.00	-1.00	204.6853
7.00	18.00	15.00	-1.00	213.2853
9.00	18.00	15.00	-1.00	222.1703
1.00	19.00	15.00	-1.00	204.4857
3.00	19.00	15.00	-1.00	209.6503
5.00	19.00	15.00	-1.00	217.6546
7.00	19.00	15.00	-1.00	226.8860
9.00	19.00	15.00	-1.00	236.3050
1.00	20.00	15.00	-1.00	216.1184
3.00	20.00	15.00	-1.00	221.9150
5.00	20.00	15.00	-1.00	230.6277
7.00	20.00	15.00	-1.00	240.4899
9.00	20.00	15.00	-1.00	250.4445
1.00	4.00	20.00	-1.00	16.9037
1.00	6.00	20.00	-1.00	43.3163
3.00	6.00	20.00	-1.00	45.4445
1.00	7.00	20.00	-1.00	59.6463
3.00	7.00	20.00	-1.00	61.1261
1.00	8.00	20.00	-1.00	76.1369
3.00	8.00	20.00	-1.00	77.2847
5.00	8.00	20.00	-1.00	79.4833
1.00	9.00	20.00	-1.00	92.1886
3.00	9.00	20.00	-1.00	93.1973
5.00	9.00	20.00	-1.00	95.1774
1.00	10.00	20.00	-1.00	107.7323
3.00	10.00	20.00	-1.00	108.7147
5.00	10.00	20.00	-1.00	110.6635
7.00	10.00	20.00	-1.00	113.5438
1.00	11.00	20.00	-1.00	122.8436
3.00	11.00	20.00	-1.00	123.8727
5.00	11.00	20.00	-1.00	125.9182
7.00	11.00	20.00	-1.00	128.9456
1.00	12.00	20.00	-1.00	137.6119
3.00	12.00	20.00	-1.00	138.7420
5.00	12.00	20.00	-1.00	140.9796
7.00	12.00	20.00	-1.00	144.2696
1.00	13.00	20.00	-1.00	152.1118
3.00	13.00	20.00	-1.00	153.3881
5.00	13.00	20.00	-1.00	155.8945
7.00	13.00	20.00	-1.00	159.5352
9.00	13.00	20.00	-1.00	164.1532
1.00	14.00	20.00	-1.00	166.4006
3.00	14.00	20.00	-1.00	167.8636
5.00	14.00	20.00	-1.00	170.7039
7.00	14.00	20.00	-1.00	174.7638
9.00	14.00	20.00	-1.00	179.8242
1.00	15.00	20.00	-1.00	180.5217
3.00	15.00	20.00	-1.00	182.2094
5.00	15.00	20.00	-1.00	185.4401
7.00	15.00	20.00	-1.00	189.9728
9.00	15.00	20.00	-1.00	195.5158
11.00	15.00	20.00	-1.00	201.7054
1.00	16.00	20.00	-1.00	194.5083
3.00	16.00	20.00	-1.00	196.4573
5.00	16.00	20.00	-1.00	200.1277
7.00	16.00	20.00	-1.00	205.1740
9.00	16.00	20.00	-1.00	211.2264
11.00	16.00	20.00	-1.00	217.8825
1.00	17.00	20.00	-1.00	208.3856
3.00	17.00	20.00	-1.00	210.6314
5.00	17.00	20.00	-1.00	214.7843
7.00	17.00	20.00	-1.00	220.3748
9.00	17.00	20.00	-1.00	226.9539
11.00	17.00	20.00	-1.00	234.0760
1.00	18.00	20.00	-1.00	222.1734
3.00	18.00	20.00	-1.00	224.7506
5.00	18.00	20.00	-1.00	229.4227
7.00	18.00	20.00	-1.00	235.5793
9.00	18.00	20.00	-1.00	242.6955
11.00	18.00	20.00	-1.00	250.2950
1.00	19.00	20.00	-1.00	235.8874
3.00	19.00	20.00	-1.00	238.8293
5.00	19.00	20.00	-1.00	244.0515
7.00	19.00	20.00	-1.00	250.7892
9.00	19.00	20.00	-1.00	258.4483
11.00	19.00	20.00	-1.00	266.5285
1.00	20.00	20.00	-1.00	249.5400
3.00	20.00	20.00	-1.00	252.8788
5.00	20.00	20.00	-1.00	258.6763
7.00	20.00	20.00	-1.00	266.0050
9.00	20.00	20.00	-1.00	274.2098
11.00	20.00	20.00	-1.00	282.7727
1.00	4.00	25.00	-1.00	16.9038
1.00	6.00	25.00	-1.00	43.5718
3.00	6.00	25.00	-1.00	45.7281
1.00	7.00	25.00	-1.00	60.9983
3.00	7.00	25.00	-1.00	62.4840
1.00	8.00	25.00	-1.00	79.4828
3.00	8.00	25.00	-1.00	80.5737
5.00	8.00	25.00	-1.00	82.6459
1.00	9.00	25.00	-1.00	97.9173
3.00	9.00	25.00	-1.00	98.8025
5.00	9.00	25.00	-1.00	100.5287
7.00	9.00	25.00	-1.00	103.2029
1.00	10.00	25.00	-1.00	115.8949
3.00	10.00	25.00	-1.00	116.6896
5.00	10.00	25.00	-1.00	118.2610
7.00	10.00	25.00	-1.00	120.6113
1.00	11.00	25.00	-1.00	133.3729
3.00	11.00	25.00	-1.00	134.1482
5.00	11.00	25.00	-1.00	135.6911
7.00	11.00	25.00	-1.00	137.9847
9.00	11.00	25.00	-1.00	141.1199
1.00	12.00	25.00	-1.00	150.4158
3.00	12.00	25.00	-1.00	151.2200
5.00	12.00	25.00	-1.00	152.8228
7.00	12.00	25.00	-1.00	155.2103
9.00	12.00	25.00	-1.00	158.3545
1.00	13.00	25.00	-1.00	167.1028
3.00	13.00	25.00	-1.00	167.9724
5.00	13.00	25.00	-1.00	169.7027
7.00	13.00	25.00	-1.00	172.2726
9.00	13.00	25.00	-1.00	175.6423
11.00	13.00	25.00	-1.00	179.7407
1.00	14.00	25.00	-1.00	183.5032
3.00	14.00	25.00	-1.00	184.4688
5.00	14.00	25.00	-1.00	186.3823
7.00	14.00	25.00	-1.00	189.2057
9.00	14.00	25.00	-1.00	192.8768
11.00	14.00	25.00	-1.00	197.3001
1.00	15.00	25.00	-1.00	199.6722
3.00	15.00	25.00	-1.00	200.7616
5.00	15.00	25.00	-1.00	202.9070
7.00	15.00	25.00	-1.00	206.0432
9.00	15.00	25.00	-1.00	210.0753
11.00	15.00	25.00	-1.00	214.8759
1.00	16.00	25.00	-1.00	215.6535
3.00	16.00	25.00	-1.00	216.8927
5.00	16.00	25.00	-1.00	219.3140
7.00	16.00	25.00	-1.00	222.8133
9.00	16.00	25.00	-1.00	227.2532
11.00	16.00	25.00	-1.00	232.4692
13.00	16.00	25.00	-1.00	238.2522
1.00	17.00	25.00	-1.00	231.4809
3.00	17.00	25.00	-1.00	232.8952
5.00	17.00	25.00	-1.00	235.6328
7.00	17.00	25.00	-1.00	239.5380
9.00	17.00	25.00	-1.00	244.4221
11.00	17.00	25.00	-1.00	250.0805
13.00	17.00	25.00	-1.00	256.2869
1.00	18.00	25.00	-1.00	247.1810
3.00	18.00	25.00	-1.00	248.7953
5.00	18.00	25.00	-1.00	251.8867
7.00	18.00	25.00	-1.00	256.2339
9.00	18.00	25.00	-1.00	261.5896
11.00	18.00	25.00	-1.00	267.7092
13.00	18.00	25.00	-1.00	274.3346
1.00	19.00	25.00	-1.00	262.7750
3.00	19.00	25.00	-1.00	264.6140
5.00	19.00	25.00	-1.00	268.0938
7.00	19.00	25.00	-1.00	272.9128
9.00	19.00	25.00	-1.00	278.7605
11.00	19.00	25.00	-1.00	285.3535
13.00	19.00	25.00	-1.00	292.4135
1.00	20.00	25.00	-1.00	278.2797
3.00	20.00	25.00	-1.00	280.3680
5.00	20.00	25.00	-1.00	284.2677
7.00	20.00	25.00	-1.00	289.5831
9.00	20.00	25.00	-1.00	295.9373
11.00	20.00	25.00	-1.00	303.0114
13.00	20.00	25.00	-1.00	310.5106
1.00	4.00	30.00	-1.00	16.9036
1.00	6.00	30.00	-1.00	43.6349
3.00	6.00	30.00	-1.00	45.8035
1.00	7.00	30.00	-1.00	61.5482
3.00	7.00	30.00	-1.00	63.0520
1.00	8.00	30.00	-1.00	81.3344
3.00	8.00	30.00	-1.00	82.4188
5.00	8.00	30.00	-1.00	84.4697
1.00	9.00	30.00	-1.00	101.6955
3.00	9.00	30.00	-1.00	102.5347
5.00	9.00	30.00	-1.00	104.1642
7.00	9.00	30.00	-1.00	106.7781
1.00	10.00	30.00	-1.00	121.8418
3.00	10.00	30.00	-1.00	122.5511
5.00	10.00	30.00	-1.00	123.9484
7.00	10.00	30.00	-1.00	125.9962
9.00	10.00	30.00	-1.00	128.8052
1.00	11.00	30.00	-1.00	141.5137
3.00	11.00	30.00	-1.00	142.1651
5.00	11.00	30.00	-1.00	143.4587
7.00	11.00	30.00	-1.00	145.3769
9.00	11.00	30.00	-1.00	147.8953
1.00	12.00	30.00	-1.00	160.6963
3.00	12.00	30.00	-1.00	161.3366
5.00	12.00	30.00	-1.00	162.6129
7.00	12.00	30.00	-1.00	164.5164
9.00	12.00	30.00	-1.00	167.0325
11.00	12.00	30.00	-1.00	170.1891
1.00	13.00	30.00	-1.00	179.4494
3.00	13.00	30.00	-1.00	180.1117
5.00	13.00	30.00	-1.00	181.4332
7.00	13.00	30.00	-1.00	183.4069
9.00	13.00	30.00	-1.00	186.0197
11.00	13.00	30.00	-1.00	189.2518
1.00	14.00	30.00	-1.00	197.8441
3.00	14.00	30.00	-1.00	198.5541
5.00	14.00	30.00	-1.00	199.9697
7.00	14.00	30.00	-1.00	202.0805
9.00	14.00	30.00	-1.00	204.8680
11.00	14.00	30.00	-1.00	208.3077
13.00	14.00	30.00	-1.00	212.3284
1.00	15.00	30.00	-1.00	215.9439
3.00	15.00	30.00	-1.00	216.7237
5.00	15.00	30.00	-1.00	218.2744
7.00	15.00	30.00	-1.00	220.5776
9.00	15.00	30.00	-1.00	223.6031
11.00	15.00	30.00	-1.00	227.3060
13.00	15.00	30.00	-1.00	231.6207
1.00	16.00	30.00	-1.00	233.8013
3.00	16.00	30.00	-1.00	234.6706
5.00	16.00	30.00	-1.00	236.3930
7.00	16.00	30.00	-1.00	238.9364
9.00	16.00	30.00	-1.00	242.2527
11.00	16.00	30.00	-1.00	246.2772
13.00	16.00	30.00	-1.00	250.9253
1.00	17.00	30.00	-1.00	251.4583
3.00	17.00	30.00	-1.00	252.4359
5.00	17.00	30.00	-1.00	254.3638
7.00	17.00	30.00	-1.00	257.1896
9.00	17.00	30.00	-1.00	260.8409
11.00	17.00	30.00	-1.00	265.2283
13.00	17.00	30.00	-1.00	270.2451
1.00	18.00	30.00	-1.00	268.9485
